Address,FirstDraw
21XX W WILSON AVE,3.5
21XX W WILSON AVE,2.4
21XX W WILSON AVE,8.7
21XX W WINDSOR AVE,< 1
21XX W WINDSOR AVE,5.7
21XX W WINDSOR AVE,3.4
21XX W WINDSOR AVE,8
223XX N LINCOLN AVE,< 1
22XX E 102ND ST,3.3
22XX E 68TH ST,< 1
22XX E 69TH ST,2.7
22XX E 70th Pl,<0.5
22XX E 71st St,1.4
22XX E 83RD ST,3
22XX E 83RD ST,3.6
22XX E 83RD ST,1
22XX E 87TH ST,< 1
22XX E 93RD ST,1.4
22XX E 93RD ST,3.5
22XX E 96TH ST,26
22XX E 96TH ST,See Follow-Up Sequential Sampling Table for Results
22XX E 96TH ST,3.9
22XX E 96TH ST,3.8
22XX E 96TH ST,26
22XX E 97TH ST,7
22XX E 97TH ST,5.4
22XX E 98TH ST,7.8
22XX E 99TH ST,< 1
22XX N Avers Ave,<1.0
22XX N BISSELL ST,< 1
22XX N BISSELL ST,1.8
22XX N BISSELL ST,0.9
22XX N BISSELL ST,<0.5
22XX N BURLING ST,< 1
22XX N BURLING ST,3.3
22XX N BURLING ST,< 1
22XX N BURLING ST,< 1
22XX N BURLING ST,1.8
22XX N CALIFORNIA AVE,4
22XX N CAMPBELL AVE,6.6
22XX N CAMPBELL AVE,< 1
22XX N CAMPBELL AVE,< 1
22XX N CAMPBELL AVE,1.2
22XX N CAMPBELL AVE,9.4
22XX N CAMPBELL AVE,See Follow-Up Sequential Sampling Table for Results
22XX N CAMPBELL AVE,9.4
22XX N CAMPBELL AVE,7.3
22XX N CAMPBELL AVE,Customer declined further testing
22XX N CAMPBELL AVE,3.7
22XX N CAMPBELL AVE,3.5
22XX N CAMPBELL AVE,<0.5
22XX N CENTRAL PARK AVE,4.9
22XX N CENTRAL PARK AVE,3.5
22XX N CENTRAL PARK AVE,1.6
22XX N CLEVELAND AVE,2.2
22XX N CLEVELAND AVE,6.9
22XX N CLEVELAND AVE,<0.5
22XX N CLIFTON AVE,3.6
22XX N CLIFTON AVE,1.7
22XX N CLYBOURN AVE,5.4
22XX N DAYTON ST,< 1
22XX N DAYTON ST,< 1
22XX N FREMONT ST,< 1
22XX N FREMONT ST,7.1
22XX N GENEVA TER,< 1
22XX N GENEVA TER,< 1
22XX N GENEVA TER,1.6
22XX N GENEVA TER,2.7
22XX N GENEVA TER,3.9
22XX N HALSTED ST,0.7
22XX N HAMILTON AVE,4.8
22XX N HAMILTON AVE,< 1
22XX N HAMLIN AVE,< 1
22XX N HAMLIN AVE,4.2
22XX N HARLEM AVE,1.4
22XX N HARLEM AVE,0.8
22XX N HOYNE AVE,2.8
22XX N HOYNE AVE,2.8
22XX N JANSSEN AVE,< 1
22XX N JANSSEN AVE,1.6
22XX N JANSSEN AVE,< 1
22XX N JANSSEN AVE,< 1
22XX N KARLOV AVE,1.4
22XX N KEATING AVE,2.7
22XX N KEATING AVE,1.2
22XX N KEDVALE AVE,1.9
22XX N KEDVALE AVE,0.9
22XX N KEDZIE BLVD,< 1
22XX N KEDZIE BLVD,< 1
22XX N KEDZIE BLVD,<0.5
22XX N KEDZIE BLVD,<0.5
22XX N KEDZIE BLVD,<0.5
22XX N KEDZIE BLVD,<0.5
22XX N KEELER,1.9
22XX N KEELER,See Follow-Up Sequential Sampling Table for Results
22XX N KEELER AVE,1.9
22XX N KEELER AVE,2.9
22XX N KENMORE AVE,1.1
22XX N KENMORE AVE,<0.5
22XX N KENMORE AVE,1.4
22XX N KENNETH AVE,4
22XX N KEYSTONE AVE,0.9
22XX N KEYSTONE AVE,<0.5
22XX N KILBOURN AVE,2.4
22XX N KILDARE AVE,2.9
22XX N KILDARE AVE,2.9
22XX N KILDARE AVE,See Follow-Up Sequential Sampling Table for Results
22XX N Kildare Ave,1
22XX N KILDARE AVE,0.6
22XX N KILPATRICK AVE,1.2
22XX N KILPATRICK AVE,1.5
22XX N KIMBALL AVE,< 1
22XX N KIMBALL AVE,1.9
22XX N KIMBALL AVE,0.6
22XX N LA CROSSE AVE,1.6
22XX N LA CROSSE AVE,1
22XX N LA CROSSE AVE,4
22XX N LA CROSSE AVE,1
22XX N La Crosse Ave,7.3
22XX N LACROSSE AVE,7.3
22XX N LACROSSE AVE,See Follow-Up Sequential Sampling Table for Results
22XX N LAKEWOOD AVE,1
22XX N LAKEWOOD AVE,< 1
22XX N LAKEWOOD AVE,2.3
22XX N LAKEWOOD AVE,8.3
22XX N LAKEWOOD AVE,5
22XX N LAKEWOOD AVE,See Follow-Up Sequential Sampling Table for Results
22XX N LAKEWOOD AVE**,See Follow-Up Sequential Sampling Table for Results
22XX N LAKEWOOD AVE**,See Follow-Up Sequential Sampling Table for Results
22XX N LAKEWOOD AVE**,8.3
22XX N LAMON AVE,7.6
22XX N LAMON AVE,3
22XX N LAPORTE AVE,3.9
22XX N LARAMIE AVE,2.2
22XX N LATROBE AVE,1.2
22XX N LAWNDALE AVE,4.4
22XX N LAWNDALE AVE,5.2
22XX N LAWNDALE AVE,5.9
22XX N LAWNDALE AVE,2.6
22XX N LAWNDALE AVE,See Follow-Up Sequential Sampling Table for Results
22XX N LAWNDALE AVE,4.4
22XX N LAWNDALE AVE,2.6
22XX N LEAMINGTON AVE,Customer declined further testing
22XX N LEAMINGTON AVE,13
22XX N LEAMINGTON AVE,13
22XX N LEAVITT ST,< 1
22XX N LECLAIRE AVE,3.3
22XX N LINCOLN AVE,< 1
22XX N LINCOLN AVE,< 1
22XX N LINCOLN AVE,2.4
22XX N LINCOLN PARK,0.9
22XX N LISTER AVE,< 1
22XX N LOWELL AVE,< 1
22XX N LOWELL AVE,1.4
22XX N MAGNOLIA AVE,< 1
22XX N MAGNOLIA AVE,630
22XX N MAGNOLIA AVE,See Follow-Up Sequential Sampling Table for Results
22XX N MAGNOLIA AVE,3
22XX N MAGNOLIA AVE,5.7
22XX N MAGNOLIA AVE,630
22XX N MANGO AVE,4.2
22XX N MAPLEWOOD AVE,< 1
22XX N MAPLEWOOD AVE,7.7
22XX N MAPLEWOOD AVE,2.3
22XX N MARMORA AVE,5.4
22XX N MENARD AVE,1.4
22XX N MONTICELLO AVE,3.6
22XX N MONTICELLO AVE,2.4
22XX N MONTICELLO AVE,1.7
22XX N MONTICELLO AVE,11
22XX N NAGLE AVE,< 1
22XX N NARRAGANSETT AVE,3.7
22XX N NEVA,See Follow-Up Sequential Sampling Table for Results
22XX N NEVA,2.5
22XX N NEVA AVE,2.5
22XX N NEVA AVE**,2.5
22XX N NEVA AVE**,2.5
22XX N NEVA AVE**,See Follow-Up Sequential Sampling Table for Results
22XX N NORDICA AVE,2.3
22XX N OAKLEY AVE,< 1
22XX N OAKLEY AVE,< 1
22XX N OAKLEY AVE,< 1
22XX N ORCHARD ST,< 1
22XX N ORCHARD ST,1.6
22XX N ORCHARD ST,5
22XX N Orchard St,<0.5
22XX N PARKSIDE AVE,1.9
22XX N PARKSIDE AVE,0.8
22XX N RACINE AVE,< 1
22XX N RACINE AVE,<1.0
22XX N ROCKWELL AVE,3.7
22XX N ROCKWELL AVE,See Follow-Up Sequential Sampling Table for Results
22XX N ROCKWELL ST,< 1
22XX N ROCKWELL ST,2.1
22XX N ROCKWELL ST,3.7
22XX N SACRAMENTO AVE,< 1
22XX N SACRAMENTO AVE,< 1
22XX N SAWYER AVE,1.5
22XX N SAWYER AVE,5
22XX N SAWYER AVE,2.1
22XX N SAYRE AVE,2.1
22XX N SAYRE AVE,9.1
22XX N SEELEY AVE,< 1
22XX N SEMINARY AVE,<1
22XX N SEMINARY AVE,2.8
22XX N SEMINARY AVE,<1.0
22XX N SOUTHPORT AVE,< 1
22XX N SOUTHPORT AVE,<1.0
22XX N SPAULDING AVE,5.7
22XX N SPAULDING AVE,2.3
22XX N SPAULDING AVE,1.9
22XX N SPAULDING AVE,3.2
22XX N SPAULDING AVE,2.5
22XX N SPAULDING AVE,1.3
22XX N SPAULDING AVE,6.6
22XX N SPAULDING AVE,2.3
22XX N TALMAN AVE,1.4
22XX N WASHTENAW AVE,1.7
22XX N WASHTENAW AVE,1.9
22XX N WAYNE AVE,< 1
22XX N WAYNE AVE,<0.5
22XX N WESTERN AVE,3.9
22XX N WESTERN AVE,< 1
22XX N WESTERN AVE,3.4
22XX N WESTERN AVE,<0.5
22XX S ARCHER AVE,1
22XX S AVERS AVE,<1.0
22XX S KEDVALE AVE,6.2
22XX S KEDZIE AVE,<0.5
22XX S KEELER AVE,3.4
22XX S KENNETH AVE,See Follow-Up Sequential Sampling Table for Results
22XX S KENNETH AVE,10
22XX S KENNETH AVE,10
22XX S KILDARE AVE,7.1
22XX S KILDARE AVE,5
22XX S KIRKLAND AVE,1.5
22XX S KOLIN AVE,1100
22XX S KOLIN AVE,Customer declined further testing
22XX S KOLIN AVE,7.3
22XX S KOLIN AVE,3.5
22XX S KOLIN AVE,2.3
22XX S KOLIN AVE,<0.5
22XX S KOSTNER AVE,3.5
22XX S MARSHALL BLVD,2.2
22XX S MARSHALL BLVD,3.8
22XX S MARSHALL BLVD,6.1
22XX S MILLARD AVE,1
22XX S SACRAMENTO,13
22XX S SACRAMENTO AVE,7.1
22XX S SPAULDING AVE,1.3
22XX S ST LOUIS AVE,6.2
22XX S ST LOUIS AVE,8
22XX S WHIPPLE ST,3
22XX W 103RD ST,< 1
22XX W 106TH ST,1.6
22XX W 107TH ST,2.1
22XX W 107TH ST,1.1
22XX W 107TH ST,1.4
22XX W 107TH ST,4.4
22XX W 108TH PL,2.4
22XX W 108TH PL,3.4
22XX W 109TH ST,< 1
22XX W 109TH ST,2.9
22XX W 110TH PL,20
22XX W 110TH PL,See Follow-Up Sequential Sampling Table for Results
22XX W 110TH PL,7.6
22XX W 110TH PL,Customer declined further testing
22XX W 111TH PL,1.4
22XX W 111TH ST,2.3
22XX W 112 ST,3.8
22XX W 113TH ST,7.4
22XX W 113TH ST,0.7
22XX W 115TH ST,2.2
22XX W 115TH ST,3.1
22XX W 116TH PL,5.3
22XX W 116TH PL,6
22XX W 116TH PL,3.7
22XX W 116TH PL,21
22XX W 117TH PL,2.7
22XX W 117TH PL,3.2
22XX W 19TH ST,< 1
22XX W 19TH ST,1.1
22XX W 21ST PL,2.7
22XX W 21ST ST,1.5
22XX W 21ST ST,< 1
22XX W 21ST ST,8.8
22XX W 21ST ST,1.1
22XX W 23RD ST,8.2
22XX W 24TH ST,4
22XX W 24TH ST,1.3
22XX W 37TH ST,12
22XX W 37TH ST,Customer declined further testing
22XX W 37TH ST,2.8
22XX W 50TH PL,2.2
22XX W 51ST ST,3.6
22XX W 54TH PL,3.9
22XX W 69TH ST,120
22XX W 69TH ST,120
22XX W 69TH ST,See Follow-Up Sequential Sampling Table for Results
22XX W 79TH PL,12
22XX W 80TH PL,1.6
22XX W 80TH PL,3
22XX W 80TH ST,2.5
22XX W 80TH ST,4.6
22XX W 81ST PL,2
22XX W 81ST PL,2.1
22XX W 81ST PL,7.2
22XX W 81ST PL,3.6
22XX W 81ST PL,2.8
22XX W 91ST ST,6.1
22XX W ADAMS ST,4
22XX W ADDISON ST,2.4
22XX W ADDISON ST,< 1
22XX W ADDISON ST,2.2
22XX W AINSLIE AVE,9.5
22XX W AINSLIE AVE,See Follow-Up Sequential Sampling Table for Results
22XX W AINSLIE ST,< 1
22XX W AINSLIE ST,3.6
22XX W ARGYLE ST,< 1
22XX W ARGYLE ST,1.7
22XX W ARGYLE ST,< 1
22XX W ARGYLE ST,< 1
22XX W ARGYLE ST,< 1
22XX W ARMITAGE AVE,< 1
22XX W ARMITAGE AVE,< 1
22XX W ARMITAGE AVE,1.8
22XX W ARMITAGE AVE,1.1
22XX W ARMITAGE AVE,<1.0
22XX W ARMITAGE AVE,<1.0
22XX W ARMITAGE AVE,<0.5
22XX W ARMITAGE AVE,69
22XX W ARTHUR AVE,1.3
22XX W ARTHUR AVE,1.7
22XX W ARTHUR AVE,1.2
22XX W ARTHUR AVE,1.3
22XX W ARTHUR AVE,2.8
22XX W AUGUSTA BLVD,4.7
22XX W AUGUSTA BLVD,5.2
22XX W AUGUSTA BLVD,< 1
22XX W AUGUSTA BLVD,1
22XX W AUGUSTA BLVD,<0.5
22XX W AUGUSTA BLVD,<0.5
22XX W BARRY AVE,3.6
22XX W BARRY AVE,1
22XX W Barry Ave,6.4
22XX W BELDEN AVE,2.7
22XX W BELDEN AVE,1.3
22XX W BELDEN AVE,< 1
22XX W BELDEN AVE,1.4
22XX W BELMONT AVE,< 1
22XX W BELMONT AVE,0.7
22XX W BERTEAU AVE,0.9
22XX W BERWYN AVE,3
22XX W BERWYN AVE,7.4
22XX W BERWYN AVE,6.5
22XX W BERWYN AVE,6.4
22XX W BERWYN AVE,See Follow-Up Sequential Sampling Table for Results
22XX W BERWYN AVE,6.4
22XX W BERWYN AVE,3
22XX W BIRCHWOOD AVE,7.8
22XX W BIRCHWOOD AVE,See Follow-Up Sequential Sampling Table for Results
22XX W CARMEN AVE,2.8
22XX W CARMEN AVE,< 1
22XX W CARMEN AVE,2.7
22XX W CERMAK RD,12
22XX W CHARLESTON ST,5.4
22XX W CHARLESTON ST,2.7
22XX W CHARLESTON ST,1.1
22XX W CHARLESTON ST,< 1
22XX W CHARLESTON ST,1.3
22XX W CHICAGO AVE,<0.5
22XX W CHICAGO AVE,<0.5
22XX W CORNELIA AVE,2.6
22XX W CORTEZ ST,2.1
22XX W CORTEZ ST,5.4
22XX W CORTEZ ST,2.7
22XX W CORTEZ ST,1.5
22XX W CORTEZ ST,10
22XX W CORTEZ ST,<0.5
22XX W CORTEZ ST,<0.5
22XX W COULTER ST,1.7
22XX W CULLERTON ST,1.3
22XX W CULLERTON ST,< 1
22XX W CULLERTON ST,1.7
22XX W CULLERTON ST,0.6
22XX W CULLOM AVE,< 1
22XX W CULLOM AVE,2.5
22XX W CULLOM AVE,3.1
22XX W CULLOM AVE,2.7
22XX W DICKENS AVE,< 1
22XX W DICKENS AVE,< 1
22XX W DICKENS AVE,1.9
22XX W DICKENS AVE,1.7
22XX W DICKENS AVE,1.4
22XX W EASTWOOD AVE,< 1
22XX W EASTWOOD AVE,< 1
22XX W EASTWOOD AVE,<0.5
22XX W EASTWOOD AVE,2.7
22XX W EASTWOOD AVE,<0.5
22XX W ERIE ST,< 1
22XX W ERIE ST,2.2
22XX W ERIE ST,3.4
22XX W ERIE ST,2.7
22XX W ERIE ST,3.6
22XX W ERIE ST,7
22XX W ERIE ST,2.3
22XX W ESTES AVE,1.5
22XX W ESTES AVE,1.3
22XX W ESTES AVE,5.9
22XX W ESTES AVE,1.7
22XX W ESTES AVE,1.8
22XX W ESTES AVE,2.5
22XX W ESTES AVE,6.7
22XX W ESTES AVE,See Follow-Up Sequential Sampling Table for Results
22XX W ESTES AVE,6.7
22XX W ESTES AVE,2.1
22XX W Estes Ave,<0.5
22XX W FARRAGUT AVE,< 1
22XX W FARRAGUT AVE,1.2
22XX W FARRAGUT AVE,1.3
22XX W FARRAGUT AVE,< 1
22XX W FARRAGUT AVE,<1.0
22XX W FARRAGUT AVE,<1.0
22XX W FARRAGUT AVE,<0.5
22XX W FARWELL AVE,< 1
22XX W FLETCHER ST,3.2
22XX W FLETCHER ST,9.8
22XX W FLETCHER ST,< 1
22XX W FLETCHER ST,< 1
22XX W FLETCHER ST,<1.0
22XX W FOSTER AVE,< 1
22XX W FOSTER AVE,< 1
22XX W GIDDINGS ST,< 1
22XX W GIDDINGS ST,5.9
22XX W GIDDINGS ST,1.2
22XX W GIDDINGS ST,1.7
22XX W GIDDINGS ST,2.9
22XX W GIDDINGS ST,3.1
22XX W GIDDINGS ST,<0.5
22XX W GIDDINGS ST,0.7
22XX W GRANVILLE AVE,<0.5
22XX W GREENLEAF,See Follow-Up Sequential Sampling Table for Results
22XX W GREENLEAF,9.5
22XX W GREENLEAF AVE,< 1
22XX W GREENLEAF AVE,6.5
22XX W GREENLEAF AVE,3.9
22XX W GREENLEAF AVE,9.5
22XX W HOMER ST,4.6
22XX W HOMER ST,1
22XX W HOMER ST,< 1
22XX W HOMER ST,<0.5
22XX W HOMER ST,1.4
22XX W HURON ST,< 1
22XX W HURON ST,5.8
22XX W IOWA ST,1.9
22XX W IOWA ST,4.7
22XX W IOWA ST,3.7
22XX W IOWA ST,7
22XX W IRVING PARK RD,8.6
22XX W IRVING PARK RD,< 1
22XX W IRVING PARK RD,<0.5
22XX W JACKSON BLVD,< 1
22XX W LAWRENCE AVE,< 1
22XX W LAWRENCE AVE,< 1
22XX W LAWRENCE AVE,<0.5
22XX W LELAND AVE,3.6
22XX W LELAND AVE,< 1
22XX W LELAND AVE,1.1
22XX W LELAND AVE,9
22XX W LELAND AVE,7.4
22XX W LELAND AVE,< 1
22XX W LELAND AVE,4.8
22XX W LELAND AVE,180
22XX W LELAND AVE,180
22XX W LELAND AVE,See Follow-Up Sequential Sampling Table for Results
22XX W LELAND AVE,See Follow-Up Sequential Sampling Table for Results
22XX W LELAND AVE,1.2
22XX W LELAND AVE,1.2
22XX W LELAND AVE,4.1
22XX W LELAND AVE,4.2
22XX W LELAND AVE,6.9
22XX W LELAND AVE,11
22XX W LELAND AVE,11
22XX W LOGAN BLVD,< 1
22XX W LUNT,9.9
22XX W LUNT,See Follow-Up Sequential Sampling Table for Results
22XX W LUNT AVE,6.4
22XX W LUNT AVE,1.2
22XX W LUNT AVE,2.9
22XX W LUNT AVE,9.9
22XX W LUNT AVE**,3.4
22XX W LUNT AVE**,3.4
22XX W LUNT AVE**,See Follow-Up Sequential Sampling Table for Results
22XX W MADISON ST,< 1
22XX W MARQUETTE RD,2.9
22XX W MCLEAN AVE,< 1
22XX W MCLEAN AVE 2245 W MCLEAN AVE,< 1
22XX W MEDILL AVE,< 1
22XX W MEDILL AVE,< 1
22XX W MEDILL AVE,1.2
22XX W MELROSE ST,5.8
22XX W MELROSE ST,See Follow-Up Sequential Sampling Table for Results
22XX W MELROSE ST,2.5
22XX W MELROSE ST,2.5
22XX W MONROE ST,See Follow-Up Sequential Sampling Table for Results
22XX W MONROE ST,See Follow-Up Sequential Sampling Table for Results
22XX W MONROE ST,6.5
22XX W MONROE ST,21
22XX W MONROE ST,6.5
22XX W MONROE ST,21
22XX W MONTROSE AVE,12
22XX W MONTROSE AVE,2
22XX W MONTROSE AVE,2.6
22XX W MONTROSE AVE,2
22XX W MONTROSE AVE,0.9
22XX W MORSE AVE,1.7
22XX W MORSE AVE,2.4
22XX W NORTH AVE,< 1
22XX W OAKDALE AVE,3.6
22XX W OHIO ST,2.7
22XX W OHIO ST,See Follow-Up Sequential Sampling Table for Results
22XX W OHIO ST,2.7
22XX W OHIO ST,2.7
22XX W PALMER ST,3
22XX W PRATT BLVD,1.1
22XX W RACE AVE,< 1
22XX W RACE AVE,5.2
22XX W RACE AVE,< 1
22XX W RACE AVE,1.4
22XX W RICE ST,3.2
22XX W RICE ST,1.4
22XX W ROSCOE ST,< 1
22XX W ROSCOE ST,< 1
22XX W ROSCOE ST,< 1
22XX W ROSCOE ST,<0.5
22XX W ROSEMONT AVE,< 1
22XX W ROSEMONT AVE,0.8
22XX W SAINT PAUL AVE,< 1
22XX W SAINT PAUL AVE,< 1
22XX W SCHOOL ST,1.4
22XX W SHAKESPEARE,See Follow-Up Sequential Sampling Table for Results
22XX W SHAKESPEARE,22
22XX W SHAKESPEARE AVE,15
22XX W SHAKESPEARE AVE,22
22XX W SHAKESPEARE AVE,See Follow-Up Sequential Sampling Table for Results
22XX W SHAKESPEARE AVE,15
22XX W SUPERIOR ST,3.4
22XX W SUPERIOR ST,4.5
22XX W SUPERIOR ST,3.1
22XX W SUPERIOR ST,< 1
22XX W SUPERIOR ST,8.9
22XX W TAYLOR ST,3.5
22XX W TAYLOR ST,< 1
22XX W TAYLOR ST,<1.0
22XX W THOMAS ST,<0.5
22XX W WABANSIA AVE,< 1
22XX W WABANSIA AVE,< 1
22XX W WABANSIA AVE,<1.0
22XX W WABANSIA AVE,<0.5
22XX W WABANSIA AVE,<0.5
22XX W WABANSIA AVE,<0.5
22XX W WALTON,7.8
22XX W WALTON,See Follow-Up Sequential Sampling Table for Results
22XX W WALTON ST,2.3
22XX W WALTON ST,7.8
22XX W WALTON ST,8.5
22XX W WALTON ST,5.6
22XX W WARREN BLVD,< 1
22XX W WAVELAND AVE,4.4
22XX W WELLINGTON AVE,2.2
22XX W WELLINGTON AVE,12
22XX W WELLINGTON AVE,1.6
22XX W WILSON AVE,2.6
22XX W WILSON AVE,2.9
22XX W WILSON AVE,< 1
22XX W WINNEMAC AVE,1.5
22XX W WINNEMAC AVE,2.4
22XX W WINNEMAC AVE,2
22XX W WINNEMAC AVE,3.3
22XX W WINNEMAC AVE,1.9
22XX W WINNEMAC AVE,6.9
22XX W WINNEMAC AVE,See Follow-Up Sequential Sampling Table for Results
22XX W WINONA ST,4.3
22XX W WINONA ST,3.7
22XX W WINONA ST,<0.5
23XX E 100TH ST,< 1
23XX E 103RD ST,2.1
23XX E 103RD ST,1.8
23XX E 70TH PL,< 1
23XX E 70TH PL,<0.5
23XX E 71ST ST,<0.5
23XX E 78TH ST,3.6
23XX E 89TH ST,<1
23XX E 96TH ST,4.6
23XX E 98TH ST,8.6
23XX N ALBANY AVE,3.6
23XX N AUSTIN AVE,1.1
23XX N BOSWORTH AVE,< 1
23XX N BOSWORTH AVE,< 1
23XX N BOSWORTH AVE,< 1
23XX N BOSWORTH AVE,< 1
23XX N CALIFORNIA AVE,< 1
23XX N CALIFORNIA AVE,< 1
23XX N CAMPBELL AVE,< 1
23XX N CAMPBELL AVE,4.8
23XX N CENTRAL PARK AVE,9.3
23XX N CENTRAL PARK AVE,1.5
23XX N CENTRAL PARK AVE,< 1
23XX N CENTRAL PARK AVE,4.1
23XX N CENTRAL PARK AVE,1.4
23XX N CLARK ST,< 1
23XX N CLEVELAND AVE,< 1
23XX N CLEVELAND AVE,2.2
23XX N CLEVELAND AVE,1.3
23XX N CLEVELAND AVE,< 1
23XX N Cleveland Ave,2.1
23XX N CLEVELAND AVE,<0.5
23XX N CLEVELAND AVE,1.1
23XX N CLYBOURN AVE,1
23XX N COMMONWEALTH AVE,< 1
23XX N COMMONWEALTH AVE,< 1
23XX N COMMONWEALTH AVE,< 1
23XX N COMMONWEALTH AVE,< 1
23XX N COMMONWEALTH AVE,< 1
23XX N COMMONWEALTH AVE,0.6
23XX N Commonwealth Ave,0.6
23XX N ELSTON AVE,<0.5
23XX N ELSTON CT,<0.5
23XX N GENEVA TER,2
23XX N GENEVA TER,< 1
23XX N GENEVA TER,<0.5
23XX N GREENVIEW AVE,< 1
23XX N GREENVIEW AVE,2.3
23XX N HALSTED ST,2.2
23XX N HALSTED ST,6.6
23XX N HAMLIN AVE,1.1
23XX N HARDING AVE,1.5
23XX N JANSSEN AVE,< 1
23XX N JANSSEN AVE,< 1
23XX N JANSSEN AVE,2.1
23XX N KARLOV AVE,1.7
23XX N KARLOV AVE,2.7
23XX N KEATING AVE,5
23XX N KEDZIE BLVD,< 1
23XX N KEDZIE BLVD,1.3
23XX N KEDZIE BLVD,< 1
23XX N KEDZIE BLVD,1.6
23XX N KEDZIE BLVD,< 1
23XX N KEDZIE BLVD,<0.5
23XX N KEELER AVE,1.3
23XX N KEELER AVE,<0.5
23XX N KILPATRICK AVE,< 1
23XX N KILPATRICK AVE,3.2
23XX N KILPATRICK AVE,2.8
23XX N KILPATRICK AVE,2.3
23XX N KIMBALL AVE,2.4
23XX N KIMBALL AVE,1.8
23XX N KNOX AVE,See Follow-Up Sequential Sampling Table for Results
23XX N KNOX AVE,19
23XX N KNOX AVE,19
23XX N LAKEWOOD AVE,11
23XX N LAKEWOOD AVE,See Follow-Up Sequential Sampling Table for Results
23XX N LAKEWOOD AVE,5.5
23XX N LAKEWOOD AVE,4
23XX N LAKEWOOD AVE,11
23XX N LAWNDALE AVE,1.1
23XX N LAWNDALE AVE,1.6
23XX N LAWNDALE AVE,3.5
23XX N LAWNDALE AVE,2.4
23XX N LEAVITT ST,< 1
23XX N LEAVITT ST,< 1
23XX N LEAVITT ST,< 1
23XX N LEAVITT ST,< 1
23XX N LEAVITT ST,< 1
23XX N LEAVITT ST,<0.5
23XX N LINCOLN PARK,< 1
23XX N LINCOLN PARK,1
23XX N LINCOLN PARK,Customer declined further testing
23XX N LINCOLN PARK W,< 1
23XX N LINCOLN PARK W,1.7
23XX N LINCOLN PARK W,< 1
23XX N LINCOLN PARK W,< 1
23XX N LINCOLN PARK W,< 1
23XX N LINCOLN PARK W,< 1
23XX N LINCOLN PARK W,< 1
23XX N LISTER AVE,< 1
23XX N LISTER AVE,< 1
23XX N LOWELL AVE,3.5
23XX N MAJOR AVE,See Follow-Up Sequential Sampling Table for Results
23XX N MAJOR AVE,0.6
23XX N MAJOR AVE,32
23XX N MAJOR AVE,32
23XX N MANGO AVE,5
23XX N MAPLEWOOD AVE,6.5
23XX N MAPLEWOOD AVE,2.8
23XX N MARMORA AVE,1.8
23XX N MASON AVE,12
23XX N MCVICKER AVE,1.3
23XX N MERRIMAC AVE,3.5
23XX N MERRIMAC AVE,2.8
23XX N MILWAUKEE AVE,< 1
23XX N MILWAUKEE AVE,< 1
23XX N MILWAUKEE AVE,<0.5
23XX N MOBILE AVE,2.3
23XX N MONTICELLO AVE,3
23XX N MONTICELLO AVE,3.4
23XX N MONTICELLO AVE,2.5
23XX N MONTICELLO AVE,6.7
23XX N MONTICELLO AVE,6.1
23XX N MONTICELLO AVE,6.1
23XX N MONTICELLO AVE,See Follow-Up Sequential Sampling Table for Results
23XX N MONTICELLO AVE,4.7
23XX N NAGLE AVE,< 1
23XX N NEWLAND AVE,9.2
23XX N NEWLAND AVE,1.4
23XX N NORMANDY AVE,4
23XX N NORMANDY AVE,4
23XX N NORMANDY AVE,See Follow-Up Sequential Sampling Table for Results
23XX N OAK PARK AVE,4.8
23XX N OAK PARK AVE,5.5
23XX N OAK PARK AVE,2.7
23XX N OAKLEY AVE,< 1
23XX N OAKLEY AVE,1.3
23XX N OAKLEY AVE,<1.0
23XX N PARKSIDE AVE,2.1
23XX N PARKSIDE AVE,4.6
23XX N RIDGEWAY,2.4
23XX N RIDGEWAY AVE,<1.0
23XX N ROCKWELL ST,< 1
23XX N ROCKWELL ST,<1.0
23XX N ROCKWELL ST,<0.5
23XX N RUTHERFORD AVE,< 1
23XX N RUTHERFORD AVE,11
23XX N RUTHERFORD AVE,11
23XX N RUTHERFORD AVE,See Follow-Up Sequential Sampling Table for Results
23XX N RUTHERFORD AVE,3.1
23XX N SACRAMENTO AVE,< 1
23XX N SACRAMENTO AVE,1.4
23XX N SAWYER AVE,2.1
23XX N SAWYER AVE,0.5
23XX N SAYRE AVE,14
23XX N SAYRE AVE,See Follow-Up Sequential Sampling Table for Results
23XX N SOUTHPORT AVE,13
23XX N SPAULDING AVE,5.6
23XX N SPAULDING AVE,6.7
23XX N SPAULDING AVE,1.1
23XX N SPAULDING AVE,<0.5
23XX N SPAULDING AVE,4.5
23XX N SPAULDING AVE,0.9
23XX N SPRINGFIELD AVE,2.2
23XX N STLOUIS AVE,1.6
23XX N TRIPP AVE,<0.5
23XX N TRIPP AVE,<0.5
23XX N WAYNE AVE,< 1
23XX N WAYNE AVE,< 1
23XX N WAYNE AVE,2.1
23XX N WAYNE AVE,4
23XX S AVERS AVE,2.4
23XX S CANAL ST,<0.5
23XX S CENTRAL PARK AVE,< 1
23XX S CENTRAL PARK AVE,17
23XX S CENTRAL PARK AVE,17
23XX S CENTRAL PARK AVE,See Follow-Up Sequential Sampling Table for Results
23XX S CENTRAL PARK AVE,5.7
23XX S DRAKE AVE,<0.5
23XX S HOMAN AVE,1.6
23XX S HOYNE AVE,1.5
23XX S HOYNE AVE,< 1
23XX S HOYNE AVE,2.2
