Address,FirstDraw
89XX S CHAPPEL,180
89XX S CHAPPEL AVE,1.2
89XX S CHAPPEL AVE,2.1
89XX S CHAPPEL AVE,2.2
89XX S CHAPPEL AVE,180
89XX S CHAPPEL AVE,See Follow-Up Sequential Sampling Table for Results
89XX S CHAPPEL AVE,2.2
89XX S CLAREMONT AVE,4
89XX S CONSTANCE,See Follow-Up Sequential Sampling Table for Results
89XX S CONSTANCE,6.6
89XX S CONSTANCE AVE,8.8
89XX S CONSTANCE AVE,6.6
89XX S CONSTANCE AVE,3.7
89XX S CONSTANCE AVE,2.4
89XX S CORNELL AVE,3.1
89XX S CORNELL AVE,2.1
89XX S CRANDON AVE,2.7
89XX S CRANDON AVE,4.3
89XX S CRANDON AVE,See Follow-Up Sequential Sampling Table for Results
89XX S CRANDON AVE,4.3
89XX S CRANDON AVE,330
89XX S CREGIER AVE,< 1
89XX S CREGIER AVE,4.9
89XX S CREGIER AVE,2.5
89XX S DANTE AVE,3.2
89XX S DANTE AVE,2.2
89XX S DORCHESTER AVE,2.6
89XX S DORCHESTER AVE,7.6
89XX S DORCHESTER AVE,See Follow-Up Sequential Sampling Table for Results
89XX S DORCHESTER AVE,7.6
89XX S EAST END AVE,8.5
89XX S EGGLESTON,See Follow-Up Sequential Sampling Table for Results
89XX S EGGLESTON,7.1
89XX S EGGLESTON AVE,2.8
89XX S EGGLESTON AVE,1.6
89XX S EGGLESTON AVE,5.1
89XX S EGGLESTON AVE,7.1
89XX S ELIZABETH ST,1.2
89XX S EMERALD AVE,4.7
89XX S EMERALD AVE,4.3
89XX S EMERALD AVE,5.6
89XX S ESCANABA AVE,1.3
89XX S ESSEX AVE,3.6
89XX S ESSEX AVE,5.4
89XX S ESSEX AVE,1.9
89XX S EUCLID AVE,6.1
89XX S EUCLID AVE,3.2
89XX S GREENWOOD AVE,< 1
89XX S HALSTED,See Follow-Up Sequential Sampling Table for Results
89XX S HALSTED,13
89XX S HALSTED ST,4.3
89XX S HALSTED ST,13
89XX S HAMILTON AVE,3.4
89XX S HAMILTON AVE,4
89XX S HARPER AVE,2.1
89XX S HERMITAGE AVE,See Follow-Up Sequential Sampling Table for Results
89XX S HERMITAGE AVE,19
89XX S HERMITAGE AVE,19
89XX S INDIANA AVE,< 1
89XX S JEFFERY AVE,2.6
89XX S JEFFERY BLVD,1.9
89XX S JEFFERY BLVD,1.5
89XX S JEFFERY BLVD,7
89XX S JEFFERY BLVD,See Follow-Up Sequential Sampling Table for Results
89XX S JEFFERY BLVD,7
89XX S JEFFERY BLVD,2.4
89XX S JUSTINE ST,1.1
89XX S LAFLIN ST,1.6
89XX S LEAVITT ST,1.3
89XX S LEAVITT ST,1.1
89XX S LEAVITT ST,3.5
89XX S LEAVITT ST,1.3
89XX S LOWE AVE,1.6
89XX S LOWE AVE,0.7
89XX S LOWE AVE,5.4
89XX S LOWE AVE,2.8
89XX S LUELLA AVE,6.1
89XX S LUELLA AVE,See Follow-Up Sequential Sampling Table for Results
89XX S LUELLA AVE,6.5
89XX S LUELLA AVE,<0.5
89XX S LUELLA AVE,61
89XX S LUELLA AVE,61
89XX S MACKINAW AVE,5.5
89XX S MACKINAW AVE,See Follow-Up Sequential Sampling Table for Results
89XX S MACKINAW AVE,5.5
89XX S MARSHFIELD AVE,<0.5
89XX S MAY ST,4.3
89XX S MAY ST,1.7
89XX S MAY ST,1.6
89XX S MAY ST,3.4
89XX S MAY ST,5.4
89XX S MERRILL AVE,3.6
89XX S MERRILL AVE,3.1
89XX S MUSKEGON AVE,11
89XX S MUSKEGON AVE,10
89XX S NORMAL AVE,7.9
89XX S NORMAL AVE,2.7
89XX S OAKLEY AVE,3.5
89XX S OAKLEY AVE,4.7
89XX S OAKLEY AVE,See Follow-Up Sequential Sampling Table for Results
89XX S OAKLEY AVE,3.5
89XX S OAKLEY AVE,2.8
89XX S OGLESBY AVE,3.6
89XX S PARNELL AVE,1.1
89XX S PARNELL AVE,4
89XX S PARNELL AVE,<0.5
89XX S PAULINA ST,1.5
89XX S PAULINA ST,See Follow-Up Sequential Sampling Table for Results
89XX S PAULINA ST,4.1
89XX S PAULINA ST,4.1
89XX S PAULINA ST,1.8
89XX S PAXTON AVE,11
89XX S PAXTON AVE,3.1
89XX S PHILLIPS AVE,1.5
89XX S PHILLIPS AVE,3.9
89XX S PHILLIPS AVE,3.4
89XX S PLEASANT AVE,< 1
89XX S PLEASANT AVE,2.4
89XX S RACINE AVE,2.8
89XX S RACINE AVE,5.6
89XX S RACINE AVE,1.2
89XX S RIDGELAND AVE,3.6
89XX S RIDGELAND AVE,2.2
89XX S THROOP ST,2.1
89XX S THROOP ST,2.1
89XX S THROOP ST,2.8
89XX S THROOP ST,2.7
89XX S UNION AVE,4.5
89XX S UNION AVE,1.4
89XX S UNIVERSITY AVE,2.8
89XX S UNIVERSITY AVE,3.3
89XX S WALLACE ST,2.1
89XX S WALLACE ST,2.5
89XX S WINCHESTER AVE,<0.5
89XX S YATES BLVD,2.6
89XX S YATES BLVD,4.7
8XX E 100TH ST,0.8
8XX E 101ST ST,2
8XX E 101ST ST,1.4
8XX E 101STST,1.2
8XX E 40TH ST,< 1
8XX E 42ND ST,< 1
8XX E 42ND ST,<0.5
8XX E 47TH ST,3.1
8XX E 48TH ST,3.2
8XX E 48TH ST,See Follow-Up Sequential Sampling Table for Results
8XX E 48TH ST,15
8XX E 48TH ST,15
8XX E 49TH ST,< 1
8XX E 49TH ST,1
8XX E 52ND ST,4.2
8XX E 52ND ST,< 1
8XX E 52ND ST,< 1
8XX E 86TH ST,1
8XX E 88TH PL,3.4
8XX E 88TH PL,<1.0
8XX E 89TH PL,4.2
8XX E 89TH PL,< 1
8XX E 89TH PL,1.8
8XX E 89TH PL,See Follow-Up Sequential Sampling Table for Results
8XX E 89TH PL,14
8XX E 89TH PL,14
8XX E 89TH ST,16
8XX E 89TH ST,See Follow-Up Sequential Sampling Table for Results
8XX E 89TH ST,16
8XX E 89TH ST,7
8XX E 89TH ST,11
8XX N ASHLAND AVE,< 1
8XX N BISHOP ST,< 1
8XX N BISHOP ST,< 1
8XX N CALIFORNIA AVE,< 1
8XX N CALIFORNIA AVE,<0.5
8XX N CAMPBELL AVE,3
8XX N CAMPBELL AVE,2.8
8XX N CAMPBELL AVE,See Follow-Up Sequential Sampling Table for Results
8XX N CAMPBELL AVE,3
8XX N CAMPBELL AVE,0.8
8XX N DAMEN AVE,3
8XX N DAMEN AVE,0.6
8XX N DAMEN AVE,<0.5
8XX N DEARBORN ST,< 1
8XX N DEARBORN ST,<1.0
8XX N DEARBORN ST,2
8XX N DEWITT PL,< 1
8XX N DEWITT PL,< 1
8XX N DEWITT PL,1
8XX N DEWITT PL,< 1
8XX N DEWITT PL,< 1
8XX N DEWITT PL,< 1
8XX N DEWITT PL,<1.0
8XX N DEWITT PL,<0.5
8XX N DRAKE AVE,2.4
8XX N ELIZABETH ST,< 1
8XX N ELSTON AVE,<0.5
8XX N FAIRFIELD AVE,5.9
8XX N FRANCISCO AVE,3.2
8XX N FRANCISCO AVE,Customer declined further testing
8XX N FRANCISCO AVE,2.3
8XX N FRANCISCO AVE,6
8XX N FRANKLIN ST,< 1
8XX N GREENVIEW AVE,<0.5
8XX N HERMITAGE AVE,< 1
8XX N HERMITAGE AVE,<1.0
8XX N HERMITAGE AVE,<1.0
8XX N HERMITAGE AVE,<0.5
8XX N HERMITAGE AVE,<0.5
8XX N HOYNE AVE,< 1
8XX N HOYNE AVE,<1.0
8XX N HOYNE ST,2.5
8XX N KARLOV AVE,<1.0
8XX N KARLOV AVE,0.9
8XX N KEDVALE AVE,< 1
8XX N KEELER AVE,< 1
8XX N KEELER AVE,2
8XX N KEELER AVE,3.8
8XX N KEYSTONE AVE,1.6
8XX N KILDARE AVE,5.9
8XX N KILDARE AVE,3.1
8XX N KOLIN AVE,2.6
8XX N LA SALLE DR,< 1
8XX N LA SALLE DR,< 1
8XX N LA SALLE DR,1.9
8XX N LA SALLE DR,< 1
8XX N LA SALLE DR,0.6
8XX N LAKE SHORE DR,< 1
8XX N LAKE SHORE DR,< 1
8XX N LAKE SHORE DR,< 1
8XX N LAKE SHORE DR,< 1
8XX N LAKE SHORE DR,< 1
8XX N LARAMIE AVE,2.4
8XX N LARAMIE AVE,4.4
8XX N LAVERGNE AVE,2.7
8XX N LAWLER AVE,< 1
8XX N Lawler Ave,<0.5
8XX N LAWLER AVE,<0.5
8XX N LAWLER AVE,18
8XX N LAWNDALE AVE,7.5
8XX N LEAVITT ST,< 1
8XX N LOCKWOOD AVE,3
8XX N LOCKWOOD AVE,2.1
8XX N LOCKWOOD AVE,7.2
8XX N LOCKWOOD AVE,See Follow-Up Sequential Sampling Table for Results
8XX N LOCKWOOD AVE,7.2
8XX N LOCKWOOD AVE,5.9
8XX N LOREL AVE,1.6
8XX N MAPLEWOOD AVE,< 1
8XX N MAPLEWOOD AVE,2.1
8XX N MARSHFIELD AVE,< 1
8XX N MARSHFIELD AVE,< 1
8XX N MARSHFIELD AVE,1.4
8XX N MARSHFIELD AVE,13
8XX N MARSHFIELD AVE,See Follow-Up Sequential Sampling Table for Results
8XX N MARSHFIELD AVE,13
8XX N MARSHFIELD AVE,4.7
8XX N MARSHFIELD AVE,<0.5
8XX N MARSHFIELD AVE,1.3
8XX N MARSHFIELD AVE UNIT 2,< 1
8XX N MASSASOIT AVE,1.3
8XX N MAY ST,< 1
8XX N MAY ST,< 1
8XX N MAY ST,< 1
8XX N MAY ST,2.3
8XX N May St,<0.5
8XX N MENARD AVE,1.4
8XX N MICHIGAN AVE,< 1
8XX N MONTICELLO AVE,6.6
8XX N MOZART ST,< 1
8XX N MOZART ST,1.8
8XX N MOZART ST,2.4
8XX N MOZART ST,< 1
8XX N MOZART ST,<1.0
8XX N MOZART ST,<1.0
8XX N MOZART ST,<1.0
8XX N MOZART ST,<0.5
8XX N MOZART ST,<0.5
8XX N MOZART ST,0.6
8XX N OAKLEY BLVD,< 1
8XX N OAKLEY BLVD,2.1
8XX N OGDEN AVE,<0.5
8XX N PARKSIDE AVE,<0.5
8XX N PAULINA ST,< 1
8XX N PAULINA ST,<1.0
8XX N PAULINA ST,<1.0
8XX N PAULINA ST,<1.0
8XX N PAULINA ST,<1.0
8XX N PAULINA ST,<0.5
8XX N RIDGEWAY AVE,11
8XX N ROCKWELL ST,<0.5
8XX N SACRAMENTO AVE,3.5
8XX N SACRAMENTO AVE,1.5
8XX N SACRAMENTO BLVD,2.9
8XX N SPRINGFIELD AVE,< 1
8XX N SPRINGFIELD AVE,12
8XX N STATE ST,< 1
8XX N STATE ST,<0.5
8XX N TRIPP AVE,4.2
8XX N TRIPP AVE,2.5
8XX N TRUMBULL AVE,4.8
8XX N WALLER AVE,1.4
8XX N WALLER AVE,2.2
8XX N WASHTENAW AVE,6.3
8XX N WASHTENAW AVE,3.6
8XX N WASHTENAW AVE,3.4
8XX N WINCHESTER AVE,2
8XX N WOLCOTT AVE,3.1
8XX N WOLCOTT AVE,8.3
8XX N WOLCOTT AVE APT 1F,2.9
8XX N WOOD ST,< 1
8XX N WOOD ST,< 1
8XX N WOOD ST,< 1
8XX N WOOD ST,48
8XX N WOOD ST,Customer declined further testing
8XX N WOOD ST,<0.5
8XX N WOOD ST,<0.5
8XX S ADA ST,3.7
8XX S ADA ST,3.6
8XX S ADA ST,4.7
8XX S ADA ST,See Follow-Up Sequential Sampling Table for Results
8XX S ADA ST,13
8XX S ADA ST,4.1
8XX S BELL AVE,< 1
8XX S BELL AVE,9.1
8XX S BELL AVE,10
8XX S BISHOP ST,< 1
8XX S BISHOP ST,4.6
8XX S BISHOP ST,1.4
8XX S BISHOP ST,< 1
8XX S BISHOP ST,< 1
8XX S CLAREMONT AVE,< 1
8XX S CLAREMONT AVE,3.4
8XX S CLAREMONT AVE,1.1
8XX S CLAREMONT AVE,<0.5
8XX S CLARK ST,< 1
8XX S DAMEN AVE,< 1
8XX S FINANCIAL PL,< 1
8XX S FINANCIAL PL,< 1
8XX S FINANCIAL PL,<0.5
8XX S KEDVALE AVE,40
8XX S KEDVALE AVE,Customer declined further testing
8XX S KEDZIE AVE,<0.5
8XX S KEELER AVE,0.6
8XX S LAFLIN ST,< 1
8XX S LAFLIN ST,2.8
8XX S LAFLIN ST,< 1
8XX S LAFLIN ST,<0.5
8XX S LEAVITT ST,< 1
8XX S LOOMIS ST,<0.5
8XX S LOOMIS ST,1.9
8XX S LOOMIS ST,1.2
8XX S LOOMIS ST,30
8XX S LYTLE ST,< 1
8XX S LYTLE ST,7.5
8XX S MAY ST,9.1
8XX S MAY ST,3.3
8XX S MORGAN ST,< 1
8XX S OAKLEY BLVD,< 1
8XX S PARK TER,1.1
8XX S PLYMOUTH CT,< 1
8XX S PLYMOUTH CT,< 1
8XX S PLYMOUTH CT,< 1
8XX S PLYMOUTH CT,< 1
8XX S PLYMOUTH CT,0.9
8XX S RACINE AVE,3.6
8XX S RACINE AVE,3.3
8XX S WELLS ST,< 1
8XX S WELLS ST,< 1
8XX S WELLS ST,<0.5
8XX S WELLS ST,<0.5
8XX S WELLS ST,<0.5
8XX W 129TH PL,5.3
8XX W 129TH PL,4.9
8XX W 15TH PL,< 1
8XX W 18TH ST,<0.5
8XX W 19TH ST,78
8XX W 19TH ST,See Follow-Up Sequential Sampling Table for Results
8XX W 19TH ST,78
8XX W 27TH ST,<1.0
8XX W 33RD PL,< 1
8XX W 33RD PL,1.2
8XX W 33RD PL,6.4
8XX W 33RD ST,2.5
8XX W 34TH PL,3.2
8XX W 34TH PL,1.6
8XX W 34TH ST,9.6
8XX W 34TH ST,< 1
8XX W 34TH ST,1.9
8XX W 34TH ST,7.5
8XX W 34TH ST,8.8
8XX W 34TH ST,5.5
8XX W 35TH PL,3.7
8XX W 35TH PL,2
8XX W 38TH ST,<0.5
8XX W 50TH PL,7
8XX W 51ST ST,2.6
8XX W 53 PL,4.7
8XX W 76TH ST,< 1
8XX W ADAMS ST,<0.5
8XX W AGATITE AVE,< 1
8XX W AGATITE AVE,< 1
8XX W AGATITE AVE,<0.5
8XX W Agatite Ave,<0.5
8XX W AGATITE AVE APT 3,< 1
8XX W AINSLIE ST,< 1
8XX W AINSLIE ST,< 1
8XX W AINSLIE ST,<0.5
8XX W ALDINE AVE,< 1
8XX W ALDINE AVE,< 1
8XX W ALTGELD ST,1.9
8XX W ALTGELD ST,<0.5
8XX W ALTGELD ST APT 4,< 1
8XX W ARGYLE ST,< 1
8XX W ARGYLE ST,<0.5
8XX W ARMITAGE AVE,< 1
8XX W BARRY AVE,< 1
8XX W BARRY AVE,< 1
8XX W BARRY AVE,<0.5
8XX W BARRY AVE,<0.5
8XX W BELDEN AVE,1.4
8XX W BELDEN AVE,< 1
8XX W BELDEN AVE,< 1
8XX W BELDEN AVE,1.1
8XX W BELDEN AVE,4.7
8XX W BELLE PLAINE AVE,< 1
8XX W BELLE PLAINE AVE,< 1
8XX W BELLE PLAINE AVE,< 1
8XX W BELLE PLAINE AVE,< 1
8XX W BELLE PLAINE AVE,< 1
8XX W BELLE PLAINE AVE,<0.5
8XX W BELMONT AVE,<0.5
8XX W BLACKHAWK ST,< 1
8XX W BLACKHAWK ST,< 1
8XX W BLACKHAWK ST,<0.5
8XX W BRADLEY PL,< 1
8XX W BRADLEY PL,< 1
8XX W BRADLEY PL,< 1
8XX W BRADLEY PL,< 1
8XX W BRADLEY PL,< 1
8XX W BRADLEY PL,1.8
8XX W BUCKINGHAM PL,< 1
8XX W BUCKINGHAM PL,< 1
8XX W BUCKINGHAM PL,2
8XX W BUCKINGHAM PL,< 1
8XX W BUCKINGHAM PL,< 1
8XX W BUCKINGHAM PL,< 1
8XX W BUCKINGHAM PL,<1.0
8XX W BUCKINGHAM PL,2.4
8XX W BUCKINGHAM PL,<0.5
8XX W BUCKINGHAM PL,1.7
8XX W BUCKINGHAM PL,<0.5
8XX W BUCKINGHAM PL,<0.5
8XX W BUCKINGHAM PL APT 2E,< 1
8XX W BUENA AVE,< 1
8XX W BUENA AVE,< 1
8XX W BUENA AVE,1.2
8XX W CASTLEWOOD TER,6.8
8XX W CASTLEWOOD TER,< 1
8XX W CASTLEWOOD TR,See Follow-Up Sequential Sampling Table for Results
8XX W CASTLEWOOD TR,6.8
8XX W COLLEGE PKWY,< 1
8XX W CORNELIA AVE,< 1
8XX W CORNELIA AVE,< 1
8XX W CORNELIA AVE,<0.5
8XX W CUYLER AVE,2.1
8XX W CUYLER AVE,< 1
8XX W CUYLER AVE,<0.5
8XX W DAKIN ST,< 1
8XX W DICKENS AVE,3.3
8XX W DICKENS AVE,2.8
8XX W DIVERSEY PKWY,< 1
8XX W DIVERSEY PKWY,< 1
8XX W DIVERSEY PKWY,< 1
8XX W DIVERSEY PKWY,< 1
8XX W EASTWOOD AVE,< 1
8XX W ERIE ST,< 1
8XX W ERIE ST,< 1
8XX W ERIE ST,<0.5
8XX W FLETCHER ST,< 1
8XX W FLETCHER ST,< 1
8XX W GEORGE ST,< 1
8XX W GEORGE ST,< 1
8XX W GEORGE ST,2.1
8XX W GEORGE ST,0.6
8XX W GEORGE ST,1.8
8XX W GEORGE ST,3.8
8XX W GRACE ST,< 1
8XX W GRACE ST,< 1
8XX W GRACE ST,< 1
8XX W GRAND AVE,< 1
8XX W GRAND AVE,5.9
8XX W GUNNISON ST,< 1
8XX W GUNNISON ST,< 1
8XX W GUNNISON ST,< 1
8XX W JUNIOR TER,3.5
8XX W JUNIOR TER,< 1
8XX W JUNIOR TER,2.7
8XX W JUNIOR TER,< 1
8XX W JUNIOR TER,4.4
8XX W JUNIOR TER,2.6
8XX W LAKESIDE PL,14
8XX W LAKESIDE PL,< 1
8XX W LAKESIDE PL,< 1
8XX W LAKESIDE PL,<0.5
8XX W LAKESIDE PL,3.2
8XX W LAKESIDE PL,<0.5
8XX W LAKESIDE PL,<0.5
8XX W LAKESIDE PL,1.6
8XX W LAWRENCE AVE,< 1
8XX W LAWRENCE AVE,< 1
8XX W LELAND AVE,< 1
8XX W LILL AVE,2.5
8XX W LILL AVE,2.2
8XX W LILL AVE,< 1
8XX W LILL AVE,< 1
8XX W LILL AVE,< 1
8XX W LILL AVE,< 1
8XX W LILL AVE,< 1
8XX W LILL AVE,< 1
8XX W LILL AVE,22
8XX W LILL AVE,5
8XX W LILL AVE,24
8XX W LILL AVE,See Follow-Up Sequential Sampling Table for Results
8XX W LILL AVE,22
8XX W LILL AVE,See Follow-Up Sequential Sampling Table for Results
8XX W LILL AVE,2.5
8XX W LILL AVE,See Follow-Up Sequential Sampling Table for Results
8XX W LILL AVE,24
8XX W LILL AVE,0.6
8XX W LILL AVE****,See Follow-Up Sequential Sampling Table for Results
8XX W LILL AVE****,See Follow-Up Sequential Sampling Table for Results
8XX W LILL AVE****,See Follow-Up Sequential Sampling Table for Results
8XX W LILL AVE****,See Follow-Up Sequential Sampling Table for Results
8XX W LILL AVE****,5
8XX W MONROE ST,<1.0
8XX W MONROE ST,<1.0
8XX W MONTROSE AVE,< 1
8XX W MONTROSE AVE,<0.5
8XX W NELSON ST,< 1
8XX W NEWPORT AVE,< 1
8XX W NEWPORT AVE,< 1
8XX W NEWPORT AVE,1.3
8XX W NEWPORT AVE,2.9
8XX W OAKDALE AVE,1.1
8XX W ROSCOE ST,1.9
8XX W ROSCOE ST,2.8
8XX W ROSCOE ST,< 1
8XX W ROSCOE ST,<1.0
8XX W ROSCOE ST,<0.5
8XX W SHERIDAN RD,< 1
8XX W SHERIDAN RD,<0.5
8XX W SUNNYSIDE AVE,<0.5
8XX W SUNNYSIDE AVE,<0.5
8XX W SUNNYSIDE AVE,15
8XX W UNIVERSITY LN,< 1
8XX W VAN BUREN ST,4.4
8XX W VERMONT ST,3.5
8XX W VERMONT ST,1.3
8XX W VILLAGE CT,< 1
8XX W WASHINGTON BLVD,< 1
8XX W WASHINGTON BLVD,<0.5
8XX W WAVELAND AVE,<0.5
8XX W WEBSTER AVE,< 1
8XX W WEBSTER AVE,< 1
8XX W WEBSTER AVE,0.9
8XX W WEED ST,2.3
8XX W WELLINGTON AVE,1.7
8XX W WELLINGTON AVE,< 1
8XX W WELLINGTON AVE,<0.5
8XX W WILLOW ST,< 1
8XX W WILLOW ST,5.1
8XX W WILLOW ST,< 1
8XX W WILLOW ST,See Follow-Up Sequential Sampling Table for Results
8XX W WILLOW ST,5.9
8XX W WINDSOR AVE,2.4
8XX W WINDSOR AVE,2.6
8XX W WINDSOR AVE,2.8
8XX W WINDSOR AVE,3.6
8XX W WISCONSIN ST,3.5
8XX W WISCONSIN ST,< 1
8XX W WOLFRAM ST,< 1
8XX W WOLFRAM ST,< 1
8XX W WOLFRAM ST,< 1
8XX W WOLFRAM ST,< 1
8XX W WOLFRAM ST,See Follow-Up Sequential Sampling Table for Results
8XX W WOLFRAM ST,<0.5
8XX W WOLFRAM ST,<0.5
8XX W WOLFRAM ST,4.4
8XX W WRIGHTWOOD AVE,< 1
8XX W WRIGHTWOOD AVE,6.4
8XX W WRIGHTWOOD AVE,Customer declined further testing
90XX S ABERDEEN ST,1.6
90XX S ABERDEEN ST,3.7
90XX S ADA ST,2.2
90XX S ADA ST,4.1
90XX S ADA ST,2.3
90XX S BELL AVE,4
90XX S BELL AVE,1.4
90XX S BELL AVE,5.1
90XX S BELL AVE,1.6
90XX S BELL AVE,1.3
90XX S BELL AVE,1
90XX S BENNETT AVE,1.4
90XX S BENNETT AVE,0.7
90XX S BISHOP ST,4
90XX S BLACKSTONE AVE,1.3
90XX S BLACKSTONE AVE,3.7
90XX S BLACKSTONE AVE,See Follow-Up Sequential Sampling Table for Results
90XX S BLACKSTONE AVE,5.4
90XX S Blackstone Ave,6
90XX S BLACKSTONE AVE,8.2
90XX S BLACKSTONE AVE,8.2
90XX S CARPENTER ST,See Follow-Up Sequential Sampling Table for Results
90XX S CARPENTER ST,8
90XX S CHAPPEL AVE,15
90XX S CHAPPEL AVE,See Follow-Up Sequential Sampling Table for Results
90XX S CHAPPEL AVE,15
90XX S CLYDE,See Follow-Up Sequential Sampling Table for Results
90XX S CLYDE,12
90XX S CLYDE AVE,3.5
90XX S CLYDE AVE,3.4
90XX S CLYDE AVE,12
90XX S CLYDE AVE,3.5
90XX S CLYDE AVE,Customer declined further testing
90XX S CLYDE AVE,2.9
90XX S CLYDE AVE,6.9
90XX S CONSTANCE AVE,5.5
90XX S CONSTANCE AVE,1.8
90XX S CRANDON AVE,4.8
90XX S CRANDON AVE,7.2
90XX S CRANDON AVE,4
90XX S CRANDON AVE,5.6
90XX S CRANDON AVE,2.4
90XX S CRANDON AVE,6.6
90XX S CRANDON AVE,9.2
90XX S CREGIER AVE,26
90XX S CREGIER AVE,See Follow-Up Sequential Sampling Table for Results
90XX S CREGIER AVE,26
90XX S DAMEN AVE,< 1
90XX S DAMEN AVE,6.7
90XX S DAMEN AVE,Customer declined further testing
90XX S DAUPHIN AVE,4
90XX S DOBSON AVE,2.2
90XX S DOBSON AVE,12
90XX S DR MARTIN LUTHER KING JR DR,15
90XX S DR MARTIN LUTHER KING JR DR,See Follow-Up Sequential Sampling Table for Results
90XX S DR MARTIN LUTHER KING JR DR,15
90XX S DREXEL AVE,1.6
90XX S EAST END AVE,3.8
90XX S EAST END AVE,6.1
90XX S EAST END AVE,8.8
90XX S ESSEX AVE,7.7
90XX S ESSEX AVE,3.9
90XX S ESSEX AVE,See Follow-Up Sequential Sampling Table for Results
90XX S ESSEX AVE,3.9
90XX S ESSEX AVE,11
90XX S ESSEX AVE,6.1
90XX S ESSEX AVE,11
90XX S ESSEX AVE,7.2
90XX S ESSEX AVE,1.1
90XX S EUCLID AVE,3.5
90XX S EUCLID AVE,4.2
90XX S EUCLID AVE,2.7
90XX S EUCLID AVE,See Follow-Up Sequential Sampling Table for Results
90XX S EUCLID AVE,1
90XX S EUCLID AVE,4.3
90XX S EUCLID AVE,7.4
90XX S EUCLID AVE,7.4
90XX S EUCLID AVE HOME,3.3
90XX S GREENWOOD AVE,< 1
90XX S GREENWOOD AVE,3.1
90XX S GREENWOOD AVE,3.9
90XX S Greenwood Ave,1.9
90XX S GREENWOOD AVE,2.8
90XX S HAMILTON AVE,1.4
90XX S HAMILTON AVE,5
90XX S HAMILTON AVE,4.1
90XX S HAMILTON AVE,2.4
90XX S HAMILTON AVE,4
90XX S HARPER,See Follow-Up Sequential Sampling Table for Results
90XX S HARPER,150
90XX S HARPER AVE,2.5
90XX S HARPER AVE,150
90XX S HOYNE AVE,2.1
90XX S HOYNE AVE,< 1
90XX S HOYNE AVE,1.6
90XX S HOYNE AVE,1
90XX S HOYNE AVE,2.8
90XX S JEFFERY BLVD,3.9
90XX S JEFFERY BLVD,650
90XX S KINGSTON AVE,< 1
90XX S KINGSTON AVE,See Follow-Up Sequential Sampling Table for Results
90XX S KINGSTON AVE,7
90XX S KINGSTON AVE,7
90XX S LEAVITT ST,5.1
90XX S LEAVITT ST,4.2
90XX S LEAVITT ST,1.3
90XX S LOOMIS ST,3.4
90XX S LOOMIS ST,< 1
90XX S LOOMIS ST,2.2
90XX S LOOMIS ST,0.8
90XX S LOWE AVE,4.7
90XX S LOWE AVE,6.4
90XX S LUELLA AVE,6.1
90XX S MARSHFIELD AVE,2.6
90XX S MAY ST,1.6
90XX S MAY ST,3.3
90XX S MERRILL AVE,5.3
90XX S MERRILL AVE,3.3
90XX S MICHIGAN AVE,< 1
90XX S MORGAN ST,4.6
90XX S MORGAN ST,3.3
90XX S MORGAN ST,5
90XX S MORGAN ST,1
90XX S Muskegon Ave,2.6
90XX S NORMAL AVE,5.7
90XX S OAKLEY AVE,2
90XX S OAKLEY AVE,3.6
90XX S OAKLEY AVE,<0.5
90XX S PAULINA ST,4.2
90XX S PAXTON AVE,10
90XX S PAXTON AVE,See Follow-Up Sequential Sampling Table for Results
90XX S PAXTON AVE,10
90XX S PHILLIPS AVE,2.4
90XX S RACINE AVE,5.5
90XX S Racine Ave,4.1
90XX S RIDGELAND AVE,3.2
90XX S RIDGELAND AVE,3.2
90XX S RIDGELAND AVE,1.6
90XX S RIDGELAND AVE,2.6
90XX S THROOP ST,1.3
90XX S Throop St,0.8
90XX S THROOP ST,4
90XX S THROOP ST,5.9
90XX S THROOP ST,1.3
90XX S UNION AVE,6.6
90XX S UNION AVE,1.2
90XX S UNIVERSITY AVE,2.4
90XX S WALLACE ST,5.6
90XX S WOODLAWN AVE,1.3
90XX S YATES BLVD,4
91XX S ABERDEEN ST,5.7
91XX S BELL AVE,1.7
91XX S BELL AVE,1.1
91XX S BELL AVE,6.4
91XX S BELL AVE,See Follow-Up Sequential Sampling Table for Results
91XX S BELL AVE,6.4
91XX S BENNETT AVE,5.5
91XX S BENNETT AVE,2.9
91XX S BISHOP ST,< 1
91XX S BLACKSTONE AVE,4.9
91XX S BURLEY AVE,<1.0
91XX S BURNSIDE AVE,25
91XX S BURNSIDE AVE,See Follow-Up Sequential Sampling Table for Results
91XX S BURNSIDE AVE,25
91XX S CARPENTER ST,6
91XX S CARPENTER ST,1.7
91XX S CARPENTER ST,2.2
91XX S CARPENTER ST,3.9
91XX S CHAPPEL AVE,3.1
91XX S CHAPPEL AVE,2.3
91XX S CHAPPEL AVE,1.1
91XX S CLAREMONT AVE,2.3
91XX S CLAREMONT AVE,5.5
91XX S CLAREMONT AVE,2.3
91XX S CLYDE AVE,3.2
91XX S CLYDE AVE,6.6
91XX S CLYDE AVE,1.5
91XX S CLYDE AVE,4.8
91XX S COLFAX AVE,2.4
91XX S COLFAX AVE,1.1
91XX S COTTAGE GROVE AVE,1.4
91XX S COTTAGE GROVE AVE,1.4
91XX S COTTAGE GROVE AVE,< 1
91XX S COTTAGE GROVE AVE,2.7
91XX S COTTAGE GROVE AVE,8.8
